  0.004825, -0.488573,  0.022802
  0.004756, -0.488585,  0.022759
  0.004791, -0.488577,  0.022794
  0.004761, -0.488595,  0.022859
  0.004847, -0.488544,  0.022783
  0.004821, -0.488557,  0.022752
  0.004818, -0.488546,  0.022727
  0.004796, -0.488549,  0.022707
  0.004820, -0.488554,  0.022703
  0.004804, -0.488590,  0.022771
  0.004729, -0.488557,  0.022747
  0.004714, -0.488555,  0.022743
  0.004718, -0.488584,  0.022803
  0.004795, -0.488570,  0.022716
  0.004801, -0.488548,  0.022697
  0.004792, -0.488571,  0.022694
  0.004795, -0.488546,  0.022686
  0.004814, -0.488547,  0.022682
  0.004796, -0.488549,  0.022750
  0.004821, -0.488549,  0.022779
  0.004828, -0.488531,  0.022724
  0.004820, -0.488553,  0.022814
  0.004712, -0.488557,  0.022779
  0.004723, -0.488572,  0.022751
  0.004716, -0.488543,  0.022761
  0.004809, -0.488568,  0.022772
  0.004817, -0.488575,  0.022768
  0.004827, -0.488535,  0.022767
  0.004819, -0.488535,  0.022740
  0.004830, -0.488549,  0.022746
  0.004807, -0.488542,  0.022781
  0.004693, -0.488554,  0.022719
  0.004705, -0.488581,  0.022685
  0.004727, -0.488547,  0.022769
  0.004803, -0.488556,  0.022738
  0.004807, -0.488541,  0.022732
  0.004819, -0.488577,  0.022745
  0.004824, -0.488553,  0.022727
  0.004811, -0.488568,  0.022702
  0.004804, -0.488569,  0.022736
  0.004804, -0.488567,  0.022766
  0.004824, -0.488541,  0.022733
  0.004813, -0.488526,  0.022864
  0.004765, -0.488514,  0.022861
  0.004782, -0.488565,  0.022795
  0.004744, -0.488603,  0.022844
  0.004815, -0.488531,  0.022756
  0.004787, -0.488560,  0.022761
  0.004795, -0.488540,  0.022733
  0.004807, -0.488532,  0.022734
  0.004796, -0.488564,  0.022738
  0.004772, -0.488570,  0.022816
  0.004712, -0.488593,  0.022773
  0.004743, -0.488555,  0.022712
  0.004733, -0.488545,  0.022801
  0.004773, -0.488508,  0.022716
  0.004790, -0.488508,  0.022706
  0.004796, -0.488543,  0.022713
  0.004793, -0.488523,  0.022720
  0.004805, -0.488554,  0.022740
  0.004820, -0.488545,  0.022745
  0.004813, -0.488549,  0.022798
  0.004824, -0.488546,  0.022802
  0.004818, -0.488544,  0.022868
  0.004751, -0.488538,  0.022827
  0.004760, -0.488560,  0.022732
  0.004715, -0.488564,  0.022773
  0.004804, -0.488529,  0.022744
  0.004806, -0.488563,  0.022751
  0.004815, -0.488547,  0.022767
  0.004817, -0.488530,  0.022755
  0.004794, -0.488533,  0.022719
  0.004788, -0.488569,  0.022817
  0.004691, -0.488563,  0.022769
  0.004696, -0.488583,  0.022696
  0.004666, -0.488578,  0.022741
  0.004783, -0.488562,  0.022718
  0.004785, -0.488570,  0.022760
  0.004797, -0.488562,  0.022750
  0.004806, -0.488551,  0.022730
  0.004796, -0.488550,  0.022717
  0.004799, -0.488537,  0.022738
  0.004810, -0.488540,  0.022740
  0.004831, -0.488531,  0.022788
  0.004757, -0.488530,  0.022773
  0.004778, -0.488542,  0.022778
  0.004740, -0.488561,  0.022848
  0.004830, -0.488541,  0.022737
  0.004815, -0.488533,  0.022706
  0.004788, -0.488563,  0.022742
  0.004779, -0.488549,  0.022731
  0.004795, -0.488542,  0.022745
  0.004810, -0.488566,  0.022828
  0.004715, -0.488551,  0.022781
  0.004724, -0.488572,  0.022734
  0.004709, -0.488564,  0.022796
  0.004771, -0.488562,  0.022706
  0.004774, -0.488542,  0.022691
  0.004783, -0.488561,  0.022720
  0.004775, -0.488570,  0.022731
  0.004812, -0.488522,  0.022735
  0.004826, -0.488545,  0.022758
  0.004824, -0.488551,  0.022747
  0.004812, -0.488554,  0.022745
  0.004795, -0.488543,  0.022803
  0.004731, -0.488541,  0.022747
  0.004738, -0.488565,  0.022751
  0.004727, -0.488553,  0.022792
  0.004815, -0.488560,  0.022749
  0.004832, -0.488562,  0.022745
  0.004816, -0.488541,  0.022726
  0.004805, -0.488570,  0.022727
  0.004805, -0.488553,  0.022729
  0.004797, -0.488562,  0.022755
  0.004712, -0.488567,  0.022708
  0.004719, -0.488571,  0.022713
  0.004690, -0.488553,  0.022797
  0.004786, -0.488536,  0.022729
  0.004787, -0.488539,  0.022735
  0.004784, -0.488548,  0.022737
  0.004783, -0.488554,  0.022740
  0.004770, -0.488550,  0.022730
  0.004783, -0.488540,  0.022735
  0.004795, -0.488550,  0.022714
  0.004796, -0.488544,  0.022733
  0.004766, -0.488572,  0.022807
  0.004714, -0.488565,  0.022744
  0.004740, -0.488591,  0.022705
  0.004705, -0.488574,  0.022806
  0.004808, -0.488568,  0.022764
  0.004833, -0.488555,  0.022748
  0.004825, -0.488539,  0.022747
  0.004808, -0.488566,  0.022768
  0.004815, -0.488532,  0.022741
  0.004788, -0.488532,  0.022841
  0.004714, -0.488501,  0.022806
  0.004756, -0.488549,  0.022745
  0.004736, -0.488573,  0.022814
  0.004803, -0.488534,  0.022705
  0.004779, -0.488553,  0.022718
  0.004794, -0.488520,  0.022716
  0.004797, -0.488547,  0.022723
  0.004782, -0.488561,  0.022705
  0.004810, -0.488544,  0.022692
  0.004800, -0.488554,  0.022706
  0.004804, -0.488576,  0.022750
  0.004784, -0.488587,  0.022829
  0.004707, -0.488562,  0.022750
  0.004712, -0.488567,  0.022710
  0.004698, -0.488541,  0.022803
  0.004809, -0.488532,  0.022730
  0.004814, -0.488561,  0.022770
  0.004819, -0.488549,  0.022745
  0.004821, -0.488541,  0.022751
  0.004824, -0.488529,  0.022762
  0.004802, -0.488542,  0.022805
  0.004721, -0.488561,  0.022739
  0.004734, -0.488546,  0.022657
  0.004732, -0.488543,  0.022727
  0.004794, -0.488551,  0.022708
  0.004786, -0.488560,  0.022728
  0.004794, -0.488561,  0.022740
  0.004795, -0.488560,  0.022712
  0.004794, -0.488548,  0.022682
  0.004802, -0.488562,  0.022676
  0.004790, -0.488559,  0.022702
  0.004788, -0.488566,  0.022733
  0.004804, -0.488577,  0.022828
  0.004714, -0.488547,  0.022777
  0.004744, -0.488576,  0.022710
  0.004737, -0.488587,  0.022789
  0.004814, -0.488564,  0.022726
  0.004815, -0.488553,  0.022723
  0.004821, -0.488567,  0.022713
  0.004811, -0.488552,  0.022735
  0.004817, -0.488558,  0.022744
  0.004800, -0.488574,  0.022804
  0.004716, -0.488542,  0.022742
  0.004733, -0.488567,  0.022687
  0.004710, -0.488554,  0.022773
  0.004794, -0.488547,  0.022690
  0.004791, -0.488551,  0.022694
  0.004788, -0.488557,  0.022724
  0.004798, -0.488546,  0.022699
  0.004807, -0.488563,  0.022709
  0.004806, -0.488550,  0.022724
  0.004786, -0.488565,  0.022738
  0.004803, -0.488549,  0.022736
  0.004811, -0.488545,  0.022796
  0.004741, -0.488541,  0.022755
  0.004759, -0.488552,  0.022742
  0.004734, -0.488565,  0.022792
  0.004810, -0.488542,  0.022779
  0.004836, -0.488523,  0.022768
  0.004838, -0.488558,  0.022750
  0.004811, -0.488549,  0.022709
  0.004804, -0.488546,  0.022734
  0.004785, -0.488564,  0.022770
  0.004724, -0.488549,  0.022716
  0.004735, -0.488549,  0.022709
  0.004758, -0.488577,  0.022789
  0.004809, -0.488573,  0.022699
  0.004792, -0.488552,  0.022685
  0.004787, -0.488545,  0.022686
  0.004796, -0.488537,  0.022688
  0.004791, -0.488544,  0.022732
  0.004786, -0.488542,  0.022693
  0.004807, -0.488537,  0.022710
  0.004805, -0.488553,  0.022732
  0.004787, -0.488566,  0.022844
  0.004734, -0.488570,  0.022796
  0.004720, -0.488554,  0.022729
  0.004723, -0.488525,  0.022816
  0.004802, -0.488541,  0.022753
  0.004810, -0.488516,  0.022741
  0.004802, -0.488557,  0.022742
  0.004813, -0.488529,  0.022711
  0.004814, -0.488522,  0.022760
  0.004801, -0.488543,  0.022792
  0.004730, -0.488563,  0.022751
  0.004728, -0.488569,  0.022711
  0.004723, -0.488596,  0.022764
  0.004765, -0.488556,  0.022701
  0.004782, -0.488556,  0.022690
  0.004808, -0.488585,  0.022710
  0.004802, -0.488545,  0.022709
  0.004794, -0.488548,  0.022710
  0.004801, -0.488554,  0.022731
  0.004818, -0.488551,  0.022742
  0.004820, -0.488515,  0.022709
  0.004817, -0.488557,  0.022805
  0.004715, -0.488577,  0.022776
  0.004733, -0.488571,  0.022757
  0.004750, -0.488538,  0.022832
  0.004839, -0.488542,  0.022780
  0.004828, -0.488554,  0.022769
  0.004822, -0.488578,  0.022780
  0.004815, -0.488550,  0.022737
  0.004814, -0.488579,  0.022698
  0.004787, -0.488600,  0.022800
  0.004717, -0.488574,  0.022756
  0.004754, -0.488551,  0.022717
  0.004740, -0.488558,  0.022794
  0.004794, -0.488565,  0.022729
  0.004805, -0.488552,  0.022721
  0.004793, -0.488568,  0.022728
  0.004796, -0.488552,  0.022712
  0.004793, -0.488534,  0.022713
  0.004790, -0.488565,  0.022727
  0.004797, -0.488553,  0.022752
  0.004818, -0.488549,  0.022719
  0.004809, -0.488559,  0.022798
  0.004744, -0.488578,  0.022758
  0.004771, -0.488578,  0.022728
  0.004746, -0.488589,  0.022805
  0.004830, -0.488536,  0.022709
  0.004827, -0.488546,  0.022758
  0.004818, -0.488569,  0.022742
  0.004813, -0.488561,  0.022750
  0.004814, -0.488574,  0.022773
  0.004806, -0.488590,  0.022846
  0.004724, -0.488557,  0.022778
  0.004770, -0.488569,  0.022742
  0.004718, -0.488585,  0.022813
  0.004785, -0.488558,  0.022729
  0.004783, -0.488550,  0.022713
  0.004787, -0.488536,  0.022720
  0.004782, -0.488545,  0.022744
  0.004789, -0.488545,  0.022726
  0.004794, -0.488549,  0.022719
  0.004782, -0.488544,  0.022727
  0.004787, -0.488553,  0.022733
  0.004769, -0.488570,  0.022801
  0.004719, -0.488572,  0.022733
  0.004747, -0.488572,  0.022697
  0.004725, -0.488591,  0.022803
  0.004816, -0.488560,  0.022735
  0.004827, -0.488543,  0.022755
  0.004801, -0.488523,  0.022754
  0.004817, -0.488548,  0.022747
  0.004814, -0.488536,  0.022770
  0.004810, -0.488551,  0.022848
  0.004712, -0.488547,  0.022770
  0.004760, -0.488515,  0.022792
  0.004762, -0.488533,  0.022901
  0.004795, -0.488540,  0.022750
  0.004779, -0.488551,  0.022719
  0.004779, -0.488547,  0.022723
  0.004797, -0.488539,  0.022669
  0.004770, -0.488558,  0.022685
  0.004771, -0.488550,  0.022726
  0.004777, -0.488563,  0.022714
  0.004794, -0.488570,  0.022724
  0.004797, -0.488582,  0.022746
  0.004704, -0.488563,  0.022722
  0.004715, -0.488585,  0.022681
  0.004726, -0.488573,  0.022751
  0.004811, -0.488572,  0.022726
  0.004789, -0.488555,  0.022745
  0.004812, -0.488566,  0.022713
  0.004825, -0.488558,  0.022735
  0.004827, -0.488531,  0.022726
  0.004816, -0.488522,  0.022834
  0.004748, -0.488526,  0.022797
  0.004731, -0.488561,  0.022732
  0.004699, -0.488552,  0.022798
  0.004791, -0.488546,  0.022716
  0.004813, -0.488529,  0.022706
  0.004786, -0.488554,  0.022699
  0.004772, -0.488557,  0.022712
  0.004804, -0.488545,  0.022685
  0.004800, -0.488550,  0.022691
  0.004792, -0.488569,  0.022696
  0.004781, -0.488547,  0.022693
  0.004772, -0.488570,  0.022793
  0.004732, -0.488558,  0.022747
  0.004736, -0.488537,  0.022688
  0.004724, -0.488535,  0.022819
  0.004818, -0.488536,  0.022751
  0.004819, -0.488529,  0.022746
  0.004821, -0.488544,  0.022756
  0.004817, -0.488517,  0.022743
  0.004827, -0.488508,  0.022749
  0.004825, -0.488545,  0.022811
  0.004699, -0.488552,  0.022766
  0.004722, -0.488562,  0.022771
  0.004716, -0.488542,  0.022799
  0.004810, -0.488552,  0.022710
  0.004789, -0.488565,  0.022733
  0.004789, -0.488560,  0.022714
  0.004786, -0.488569,  0.022714
  0.004784, -0.488564,  0.022711
  0.004792, -0.488552,  0.022701
  0.004788, -0.488552,  0.022708
  0.004783, -0.488576,  0.022718
  0.004789, -0.488570,  0.022782
  0.004734, -0.488566,  0.022746
  0.004732, -0.488565,  0.022712
  0.004716, -0.488557,  0.022814
  0.004812, -0.488526,  0.022702
  0.004818, -0.488541,  0.022742
  0.004807, -0.488533,  0.022745
  0.004824, -0.488529,  0.022752
  0.004822, -0.488560,  0.022752
  0.004789, -0.488589,  0.022831
  0.004706, -0.488571,  0.022781
  0.004747, -0.488545,  0.022754
  0.004721, -0.488555,  0.022742
  0.004798, -0.488542,  0.022711
  0.004799, -0.488572,  0.022713
  0.004788, -0.488569,  0.022743
  0.004812, -0.488562,  0.022714
  0.004813, -0.488547,  0.022705
  0.004796, -0.488547,  0.022707
  0.004804, -0.488551,  0.022730
  0.004785, -0.488532,  0.022707
  0.004796, -0.488545,  0.022790
  0.004723, -0.488549,  0.022774
  0.004708, -0.488564,  0.022773
  0.004717, -0.488558,  0.022799
  0.004818, -0.488566,  0.022742
  0.004813, -0.488560,  0.022776
  0.004803, -0.488545,  0.022739
  0.004816, -0.488530,  0.022743
  0.004827, -0.488541,  0.022738
  0.004786, -0.488561,  0.022837
  0.004707, -0.488575,  0.022786
  0.004737, -0.488587,  0.022720
  0.004729, -0.488563,  0.022798
  0.004796, -0.488555,  0.022722
  0.004784, -0.488567,  0.022728
  0.004804, -0.488560,  0.022695
  0.004780, -0.488560,  0.022723
  0.004770, -0.488542,  0.022712
  0.004806, -0.488533,  0.022721
  0.004799, -0.488532,  0.022718
  0.004809, -0.488540,  0.022689
  0.004789, -0.488555,  0.022820
  0.004725, -0.488550,  0.022772
  0.004750, -0.488549,  0.022696
  0.004730, -0.488549,  0.022758
  0.004809, -0.488556,  0.022713
  0.004819, -0.488542,  0.022746
  0.004814, -0.488555,  0.022750
  0.004817, -0.488527,  0.022757
  0.004811, -0.488545,  0.022751
  0.004795, -0.488561,  0.022832
  0.004710, -0.488551,  0.022737
  0.004720, -0.488561,  0.022719
  0.004715, -0.488557,  0.022746
  0.004795, -0.488544,  0.022712
  0.004784, -0.488548,  0.022711
  0.004807, -0.488547,  0.022720
  0.004818, -0.488559,  0.022726
  0.004784, -0.488572,  0.022707
  0.004784, -0.488570,  0.022704
  0.004799, -0.488569,  0.022699
  0.004794, -0.488568,  0.022719
  0.004760, -0.488582,  0.022780
  0.004711, -0.488561,  0.022720
  0.004770, -0.488559,  0.022710
  0.004751, -0.488583,  0.022789
  0.004804, -0.488524,  0.022732
  0.004805, -0.488546,  0.022706
  0.004798, -0.488546,  0.022733
  0.004798, -0.488546,  0.022714
  0.004824, -0.488566,  0.022755
  0.004783, -0.488579,  0.022835
  0.004739, -0.488556,  0.022766
  0.004760, -0.488555,  0.022741
  0.004725, -0.488590,  0.022818
  0.004788, -0.488573,  0.022756
  0.004800, -0.488544,  0.022744
  0.004812, -0.488571,  0.022729
  0.004803, -0.488547,  0.022725
  0.004794, -0.488561,  0.022733
  0.004775, -0.488566,  0.022735
  0.004810, -0.488529,  0.022704
  0.004807, -0.488556,  0.022735
  0.004770, -0.488562,  0.022800
  0.004714, -0.488558,  0.022748
  0.004742, -0.488550,  0.022718
  0.004722, -0.488575,  0.022768
  0.004792, -0.488577,  0.022734
  0.004797, -0.488568,  0.022742
  0.004819, -0.488537,  0.022740
  0.004824, -0.488567,  0.022721
  0.004829, -0.488556,  0.022741
  0.004814, -0.488561,  0.022803
  0.004725, -0.488569,  0.022727
  0.004803, -0.488552,  0.022774
  0.004763, -0.488539,  0.022870
  0.004808, -0.488563,  0.022761
  0.004813, -0.488568,  0.022766
  0.004814, -0.488546,  0.022762
  0.004813, -0.488539,  0.022744
  0.004809, -0.488560,  0.022746
  0.004824, -0.488533,  0.022698
  0.004804, -0.488545,  0.022700
  0.004797, -0.488530,  0.022693
  0.004777, -0.488565,  0.022780
  0.004702, -0.488549,  0.022744
  0.004732, -0.488569,  0.022684
  0.004726, -0.488558,  0.022807
  0.004808, -0.488533,  0.022689
  0.004802, -0.488555,  0.022706
  0.004818, -0.488580,  0.022701
  0.004820, -0.488550,  0.022726
  0.004819, -0.488551,  0.022732
  0.004804, -0.488560,  0.022815
  0.004726, -0.488574,  0.022756
  0.004776, -0.488565,  0.022787
  0.004750, -0.488559,  0.022904
  0.004802, -0.488544,  0.022706
  0.004816, -0.488552,  0.022716
  0.004807, -0.488527,  0.022700
  0.004778, -0.488550,  0.022709
  0.004802, -0.488555,  0.022731
  0.004809, -0.488563,  0.022711
  0.004804, -0.488553,  0.022703
  0.004795, -0.488574,  0.022742
  0.004775, -0.488580,  0.022809
  0.004693, -0.488554,  0.022736
  0.004727, -0.488565,  0.022725
  0.004707, -0.488543,  0.022775
  0.004826, -0.488572,  0.022741
  0.004836, -0.488545,  0.022752
  0.004810, -0.488557,  0.022725
  0.004816, -0.488565,  0.022752
  0.004817, -0.488570,  0.022737
  0.004816, -0.488578,  0.022813
  0.004718, -0.488577,  0.022771
  0.004768, -0.488588,  0.022720
  0.004736, -0.488566,  0.022774
  0.004814, -0.488571,  0.022732
  0.004821, -0.488568,  0.022727
  0.004809, -0.488541,  0.022728
  0.004806, -0.488568,  0.022732
  0.004810, -0.488560,  0.022713
  0.004808, -0.488546,  0.022754
  0.004808, -0.488554,  0.022709
  0.004803, -0.488565,  0.022702
  0.004760, -0.488584,  0.022754
  0.004693, -0.488576,  0.022714
  0.004721, -0.488590,  0.022663
  0.004748, -0.488609,  0.022763
  0.004803, -0.488573,  0.022709
  0.004809, -0.488563,  0.022705
  0.004812, -0.488555,  0.022711
  0.004810, -0.488565,  0.022715
  0.004800, -0.488533,  0.022745
  0.004784, -0.488566,  0.022776
  0.004710, -0.488546,  0.022707
  0.004719, -0.488537,  0.022690
  0.004716, -0.488533,  0.022762
  0.004793, -0.488569,  0.022703
  0.004796, -0.488545,  0.022687
  0.004793, -0.488548,  0.022693
  0.004801, -0.488579,  0.022684
  0.004807, -0.488551,  0.022688
  0.004805, -0.488544,  0.022676
  0.004793, -0.488542,  0.022701
  0.004781, -0.488565,  0.022696
  0.004789, -0.488592,  0.022766
  0.004757, -0.488572,  0.022715
  0.004744, -0.488563,  0.022695
  0.004729, -0.488562,  0.022773
  0.004814, -0.488563,  0.022719
  0.004825, -0.488552,  0.022708
  0.004796, -0.488565,  0.022737
  0.004821, -0.488561,  0.022723
  0.004823, -0.488533,  0.022707
  0.004820, -0.488573,  0.022758
  0.004724, -0.488563,  0.022723
